experiment_id,parent_experiment,timestamp,hypothesis,feature_set,model,parameters,cv_strategy,seed,mean_accuracy,std_accuracy,minimum_fold,macro_f1,balanced_accuracy,train_score,overfit_gap,runtime,accepted,notes
EXP-061,EXP-027,2026-07-15 22:15:44,Strong HistGB on full features,full_features,HistGB,"{'categorical_features': 'from_dtype', 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_ra","RSKF(5,2)",42,0.505625,0.016524,0.479687,0.498485,0.509476,1.000000,0.488438,50.06,Tidak,base_acc=0.5056
EXP-062,EXP-027,2026-07-15 22:16:24,Strong RF on full features,full_features,RF,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max","RSKF(5,2)",42,0.482187,0.014654,0.446875,0.468504,0.472855,0.986367,0.511055,39.99,Tidak,base_acc=0.4822
EXP-063,EXP-027,2026-07-15 22:18:04,Stack top3 LR,stack_T3,Stack_T3_LR,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.576250,0.016038,0.537500,0.570274,0.571907,0.580195,0.006445,0.42,Tidak,stack_top3_LR=0.5763
EXP-064,EXP-027,2026-07-15 22:18:04,Stack top3 LR_C01,stack_T3,Stack_T3_LR_C01,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.575000,0.014890,0.539062,0.568986,0.571146,0.578477,0.005508,0.22,Tidak,stack_top3_LR_C01=0.5750
EXP-065,EXP-027,2026-07-15 22:18:04,Stack top3 LR_l2,stack_T3,Stack_T3_LR_l2,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.576250,0.016038,0.537500,0.570274,0.571907,0.580195,0.006445,0.49,Tidak,stack_top3_LR_l2=0.5763
EXP-066,EXP-027,2026-07-15 22:18:05,Stack top3 Ridge,stack_T3,Stack_T3_Ridge,"{'alpha': 1.0, 'class_weight': None, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto',","RSKF(5,2)",42,0.557500,0.017895,0.523438,0.547135,0.557609,0.563359,0.003672,0.12,Tidak,stack_top3_Ridge=0.5575
EXP-067,EXP-027,2026-07-15 22:18:05,Stack top4 LR,stack_T4,Stack_T4_LR,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.583438,0.019581,0.550000,0.578748,0.583294,0.592344,0.007344,0.49,Tidak,stack_top4_LR=0.5834
EXP-068,EXP-027,2026-07-15 22:18:05,Stack top4 LR_C01,stack_T4,Stack_T4_LR_C01,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.580937,0.016918,0.554688,0.576262,0.580467,0.590469,0.008281,0.31,Tidak,stack_top4_LR_C01=0.5809
EXP-069,EXP-027,2026-07-15 22:18:06,Stack top4 LR_l2,stack_T4,Stack_T4_LR_l2,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.583438,0.019581,0.550000,0.578748,0.583294,0.592344,0.007344,0.47,Tidak,stack_top4_LR_l2=0.5834
EXP-070,EXP-027,2026-07-15 22:18:06,Stack top4 Ridge,stack_T4,Stack_T4_Ridge,"{'alpha': 1.0, 'class_weight': None, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto',","RSKF(5,2)",42,0.560937,0.018478,0.540625,0.549867,0.562668,0.572969,0.008125,0.11,Tidak,stack_top4_Ridge=0.5609
EXP-071,EXP-027,2026-07-15 22:18:06,Stack top5 LR,stack_T5,Stack_T5_LR,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.583438,0.019350,0.551562,0.578727,0.582984,0.592227,0.007539,0.46,Tidak,stack_top5_LR=0.5834
EXP-072,EXP-027,2026-07-15 22:18:07,Stack top5 LR_C01,stack_T5,Stack_T5_LR_C01,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.580000,0.016328,0.554688,0.575075,0.579509,0.590430,0.009180,0.35,Tidak,stack_top5_LR_C01=0.5800
EXP-073,EXP-027,2026-07-15 22:18:07,Stack top5 LR_l2,stack_T5,Stack_T5_LR_l2,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.583438,0.019350,0.551562,0.578727,0.582984,0.592227,0.007539,0.47,Tidak,stack_top5_LR_l2=0.5834
EXP-074,EXP-027,2026-07-15 22:18:07,Stack top5 Ridge,stack_T5,Stack_T5_Ridge,"{'alpha': 1.0, 'class_weight': None, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto',","RSKF(5,2)",42,0.560937,0.018478,0.540625,0.549867,0.562668,0.572969,0.008125,0.13,Tidak,stack_top5_Ridge=0.5609
EXP-075,EXP-027,2026-07-15 22:18:08,Stack top6 LR,stack_T6,Stack_T6_LR,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.580937,0.015582,0.564063,0.575934,0.580285,0.592539,0.010508,0.56,Tidak,stack_top6_LR=0.5809
EXP-076,EXP-027,2026-07-15 22:18:08,Stack top6 LR_C01,stack_T6,Stack_T6_LR_C01,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.577812,0.013785,0.562500,0.572555,0.577312,0.591289,0.012227,0.44,Tidak,stack_top6_LR_C01=0.5778
EXP-077,EXP-027,2026-07-15 22:18:09,Stack top6 LR_l2,stack_T6,Stack_T6_LR_l2,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.580937,0.015582,0.564063,0.575934,0.580285,0.592539,0.010508,0.57,Tidak,stack_top6_LR_l2=0.5809
EXP-078,EXP-027,2026-07-15 22:18:09,Stack top6 Ridge,stack_T6,Stack_T6_Ridge,"{'alpha': 1.0, 'class_weight': None, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto',","RSKF(5,2)",42,0.560312,0.013622,0.545312,0.548575,0.560721,0.574531,0.011562,0.13,Tidak,stack_top6_Ridge=0.5603
EXP-079,EXP-027,2026-07-15 22:19:15,Stack+Feat top3 LRorig,stack+feat_T3,SF_T3_LRorig,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.544375,0.015016,0.525000,0.539366,0.547834,0.619687,0.070000,66.30,Tidak,sf_top3_LRorig=0.5444
EXP-080,EXP-027,2026-07-15 22:19:16,Stack+Feat top3 Ridge_orig,stack+feat_T3,SF_T3_Ridge_orig,"{'alpha': 1.0, 'class_weight': None, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto',","RSKF(5,2)",42,0.539375,0.020793,0.518750,0.528224,0.541430,0.602773,0.059180,0.57,Tidak,sf_top3_Ridge_orig=0.5394
EXP-081,EXP-027,2026-07-15 22:20:24,Stack+Feat top4 LRorig,stack+feat_T4,SF_T4_LRorig,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.548438,0.014187,0.531250,0.541866,0.550332,0.624297,0.072109,68.29,Tidak,sf_top4_LRorig=0.5484
EXP-082,EXP-027,2026-07-15 22:20:25,Stack+Feat top4 Ridge_orig,stack+feat_T4,SF_T4_Ridge_orig,"{'alpha': 1.0, 'class_weight': None, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': 42, 'solver': 'auto',","RSKF(5,2)",42,0.544375,0.018359,0.512500,0.533340,0.543873,0.607734,0.061641,0.48,Tidak,sf_top4_Ridge_orig=0.5444
EXP-083,,2026-07-15 22:55:15,SVC C=0.5 gamma=scale,full+interactions,SVC_C0.5_gscale,"C=0.5,gamma=scale","RSKF(5,2)",42,0.478125,0.013395,0.442188,0.465551,0.474267,0.622188,0.145469,51.86,Tidak,svc=0.4781
EXP-084,,2026-07-15 22:56:10,SVC C=0.5 gamma=auto,full+interactions,SVC_C0.5_gauto,"C=0.5,gamma=auto","RSKF(5,2)",42,0.478125,0.013346,0.442188,0.465548,0.474423,0.621563,0.144687,54.94,Tidak,svc=0.4781
EXP-085,,2026-07-15 22:57:22,SVC C=0.5 gamma=0.1,full+interactions,SVC_C0.5_g0.1,"C=0.5,gamma=0.1","RSKF(5,2)",42,0.254063,0.000765,0.253125,0.101296,0.250000,0.254062,-0.000000,72.36,Tidak,svc=0.2541
EXP-086,,2026-07-15 22:58:30,SVC C=0.5 gamma=0.05,full+interactions,SVC_C0.5_g0.05,"C=0.5,gamma=0.05","RSKF(5,2)",42,0.254063,0.000765,0.253125,0.101296,0.250000,0.571328,0.317266,67.72,Tidak,svc=0.2541
EXP-087,,2026-07-15 22:59:28,SVC C=0.5 gamma=0.01,full+interactions,SVC_C0.5_g0.01,"C=0.5,gamma=0.01","RSKF(5,2)",42,0.461875,0.019641,0.406250,0.451404,0.454446,0.730547,0.273828,57.42,Tidak,svc=0.4619
EXP-088,,2026-07-15 23:00:22,SVC C=1 gamma=scale,full+interactions,SVC_C1_gscale,"C=1,gamma=scale","RSKF(5,2)",42,0.497188,0.015507,0.460938,0.487203,0.492863,0.725156,0.230000,54.54,Tidak,svc=0.4972
EXP-089,,2026-07-15 23:01:19,SVC C=1 gamma=auto,full+interactions,SVC_C1_gauto,"C=1,gamma=auto","RSKF(5,2)",42,0.497188,0.015688,0.460938,0.487242,0.492552,0.724297,0.229453,56.53,Tidak,svc=0.4972
EXP-090,,2026-07-15 23:02:29,SVC C=1 gamma=0.1,full+interactions,SVC_C1_g0.1,"C=1,gamma=0.1","RSKF(5,2)",42,0.254063,0.000765,0.253125,0.101321,0.250000,1.000000,0.745937,70.75,Tidak,svc=0.2541
EXP-091,,2026-07-15 23:03:38,SVC C=1 gamma=0.05,full+interactions,SVC_C1_g0.05,"C=1,gamma=0.05","RSKF(5,2)",42,0.413125,0.011781,0.384375,0.333241,0.406101,1.000000,0.589844,68.08,Tidak,svc=0.4131
EXP-092,,2026-07-15 23:04:36,SVC C=1 gamma=0.01,full+interactions,SVC_C1_g0.01,"C=1,gamma=0.01","RSKF(5,2)",42,0.484687,0.018530,0.437500,0.475834,0.475022,0.886172,0.408984,58.01,Tidak,svc=0.4847
EXP-093,,2026-07-15 23:05:31,SVC C=5 gamma=scale,full+interactions,SVC_C5_gscale,"C=5,gamma=scale","RSKF(5,2)",42,0.504687,0.017332,0.470313,0.501018,0.497313,0.956602,0.457539,55.62,Tidak,svc=0.5047
EXP-094,,2026-07-15 23:06:30,SVC C=5 gamma=auto,full+interactions,SVC_C5_gauto,"C=5,gamma=auto","RSKF(5,2)",42,0.505000,0.017529,0.470313,0.501171,0.497472,0.955625,0.456406,59.17,Tidak,svc=0.5050
EXP-095,,2026-07-15 23:07:34,SVC C=5 gamma=0.1,full+interactions,SVC_C5_g0.1,"C=5,gamma=0.1","RSKF(5,2)",42,0.254375,0.001000,0.253125,0.101989,0.250155,1.000000,0.745781,63.30,Tidak,svc=0.2544
EXP-096,,2026-07-15 23:08:34,SVC C=5 gamma=0.05,full+interactions,SVC_C5_g0.05,"C=5,gamma=0.05","RSKF(5,2)",42,0.413438,0.014260,0.387500,0.356577,0.410688,1.000000,0.585781,60.49,Tidak,svc=0.4134
EXP-097,,2026-07-15 23:09:35,SVC C=5 gamma=0.01,full+interactions,SVC_C5_g0.01,"C=5,gamma=0.01","RSKF(5,2)",42,0.484375,0.016962,0.435937,0.479075,0.473961,1.000000,0.524219,60.87,Tidak,svc=0.4844
EXP-098,,2026-07-15 23:10:34,SVC C=10 gamma=scale,full+interactions,SVC_C10_gscale,"C=10,gamma=scale","RSKF(5,2)",42,0.498125,0.021975,0.448437,0.494747,0.487381,0.996562,0.507500,58.51,Tidak,svc=0.4981
EXP-099,,2026-07-15 23:11:30,SVC C=10 gamma=auto,full+interactions,SVC_C10_gauto,"C=10,gamma=auto","RSKF(5,2)",42,0.499063,0.021024,0.450000,0.495721,0.488012,0.996328,0.506641,56.40,Tidak,svc=0.4991
EXP-100,,2026-07-15 23:12:32,SVC C=10 gamma=0.1,full+interactions,SVC_C10_g0.1,"C=10,gamma=0.1","RSKF(5,2)",42,0.254375,0.001000,0.253125,0.101989,0.250155,1.000000,0.745781,61.94,Tidak,svc=0.2544
EXP-101,,2026-07-15 23:13:33,SVC C=10 gamma=0.05,full+interactions,SVC_C10_g0.05,"C=10,gamma=0.05","RSKF(5,2)",42,0.413438,0.014260,0.387500,0.356577,0.410688,1.000000,0.585781,60.97,Tidak,svc=0.4134
EXP-102,,2026-07-15 23:14:34,SVC C=10 gamma=0.01,full+interactions,SVC_C10_g0.01,"C=10,gamma=0.01","RSKF(5,2)",42,0.486250,0.016076,0.439063,0.480906,0.475502,1.000000,0.522656,61.53,Tidak,svc=0.4863
EXP-103,,2026-07-15 23:15:37,SVC C=20 gamma=scale,full+interactions,SVC_C20_gscale,"C=20,gamma=scale","RSKF(5,2)",42,0.496875,0.023971,0.434375,0.493157,0.483974,1.000000,0.514375,62.99,Tidak,svc=0.4969
EXP-104,,2026-07-15 23:16:42,SVC C=20 gamma=auto,full+interactions,SVC_C20_gauto,"C=20,gamma=auto","RSKF(5,2)",42,0.496250,0.024379,0.434375,0.492633,0.483357,1.000000,0.515000,64.86,Tidak,svc=0.4963
EXP-105,,2026-07-15 23:17:57,SVC C=20 gamma=0.1,full+interactions,SVC_C20_g0.1,"C=20,gamma=0.1","RSKF(5,2)",42,0.254375,0.001000,0.253125,0.101989,0.250155,1.000000,0.745781,74.40,Tidak,svc=0.2544
EXP-106,,2026-07-15 23:19:05,SVC C=20 gamma=0.05,full+interactions,SVC_C20_g0.05,"C=20,gamma=0.05","RSKF(5,2)",42,0.413438,0.014260,0.387500,0.356577,0.410688,1.000000,0.585781,68.37,Tidak,svc=0.4134
EXP-107,,2026-07-15 23:20:10,SVC C=20 gamma=0.01,full+interactions,SVC_C20_g0.01,"C=20,gamma=0.01","RSKF(5,2)",42,0.486250,0.016076,0.439063,0.480906,0.475502,1.000000,0.522656,64.60,Tidak,svc=0.4863
EXP-108,,2026-07-15 23:21:20,SVC C=50 gamma=scale,full+interactions,SVC_C50_gscale,"C=50,gamma=scale","RSKF(5,2)",42,0.495625,0.023136,0.434375,0.492057,0.483357,1.000000,0.515000,70.26,Tidak,svc=0.4956
EXP-109,,2026-07-15 23:22:25,SVC C=50 gamma=auto,full+interactions,SVC_C50_gauto,"C=50,gamma=auto","RSKF(5,2)",42,0.495937,0.023365,0.434375,0.492438,0.483204,1.000000,0.515156,64.84,Tidak,svc=0.4959
EXP-110,,2026-07-15 23:23:33,SVC C=50 gamma=0.1,full+interactions,SVC_C50_g0.1,"C=50,gamma=0.1","RSKF(5,2)",42,0.254375,0.001000,0.253125,0.101989,0.250155,1.000000,0.745781,68.29,Tidak,svc=0.2544
EXP-111,,2026-07-15 23:24:41,SVC C=50 gamma=0.05,full+interactions,SVC_C50_g0.05,"C=50,gamma=0.05","RSKF(5,2)",42,0.413438,0.014260,0.387500,0.356577,0.410688,1.000000,0.585781,67.52,Tidak,svc=0.4134
EXP-112,,2026-07-15 23:25:46,SVC C=50 gamma=0.01,full+interactions,SVC_C50_g0.01,"C=50,gamma=0.01","RSKF(5,2)",42,0.486250,0.016076,0.439063,0.480906,0.475502,1.000000,0.522656,65.04,Tidak,svc=0.4863
EXP-113,,2026-07-15 23:26:47,SVC C=100 gamma=scale,full+interactions,SVC_C100_gscale,"C=100,gamma=scale","RSKF(5,2)",42,0.495625,0.023136,0.434375,0.492057,0.483357,1.000000,0.515000,61.59,Tidak,svc=0.4956
EXP-114,,2026-07-15 23:27:49,SVC C=100 gamma=auto,full+interactions,SVC_C100_gauto,"C=100,gamma=auto","RSKF(5,2)",42,0.495937,0.023365,0.434375,0.492438,0.483204,1.000000,0.515156,62.17,Tidak,svc=0.4959
EXP-115,,2026-07-15 23:28:57,SVC C=100 gamma=0.1,full+interactions,SVC_C100_g0.1,"C=100,gamma=0.1","RSKF(5,2)",42,0.254375,0.001000,0.253125,0.101989,0.250155,1.000000,0.745781,67.52,Tidak,svc=0.2544
EXP-116,,2026-07-15 23:30:00,SVC C=100 gamma=0.05,full+interactions,SVC_C100_g0.05,"C=100,gamma=0.05","RSKF(5,2)",42,0.413438,0.014260,0.387500,0.356577,0.410688,1.000000,0.585781,62.66,Tidak,svc=0.4134
EXP-117,,2026-07-15 23:31:00,SVC C=100 gamma=0.01,full+interactions,SVC_C100_g0.01,"C=100,gamma=0.01","RSKF(5,2)",42,0.486250,0.016076,0.439063,0.480906,0.475502,1.000000,0.522656,60.25,Tidak,svc=0.4863
EXP-118,FINAL,2026-07-15 23:39:20,Calibrated SVC C=10,full_eng,CalSVC_C10,CalibratedClassifierCV+SVC,"RSKF(5,2)",42,0.526875,0.015787,0.503125,0.493373,0.521543,0.863711,0.338867,74.52,Tidak,calsvc=0.5269
EXP-119,FINAL,2026-07-15 23:40:33,Calibrated SVC C=20,full_eng,CalSVC_C20,CalibratedClassifierCV+SVC,"RSKF(5,2)",42,0.527500,0.016584,0.503125,0.494127,0.520923,0.863477,0.339258,72.62,Tidak,calsvc=0.5275
EXP-120,FINAL,2026-07-15 23:41:49,Calibrated SVC C=50,full_eng,CalSVC_C50,CalibratedClassifierCV+SVC,"RSKF(5,2)",42,0.527500,0.016584,0.503125,0.494127,0.520923,0.863477,0.339258,76.60,Tidak,calsvc=0.5275
EXP-121,FINAL,2026-07-15 23:48:09,Final stacking RidgeCV on 5 models,stack_5m,Final_RidgeCV,"{'alphas': [0.01, 0.05, 0.1, 0.5, 1.0, 5.0, 10.0], 'class_weight': None, 'cv': None, 'fit_intercept': True, 'scoring': None, 'store_cv_results': False","RSKF(5,2)",42,0.544375,0.014548,0.514062,0.528886,0.539607,0.550703,0.008672,0.20,Ya,stack=0.5444
EXP-122,FINAL,2026-07-15 23:48:09,Final stacking Ridge1 on 5 models,stack_5m,Final_Ridge1,"{'alpha': 1.0, 'class_weight': None, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto","RSKF(5,2)",42,0.544375,0.014682,0.514062,0.528825,0.539602,0.550898,0.008867,0.11,Tidak,stack=0.5444
EXP-123,FINAL,2026-07-15 23:48:09,Final stacking LR_C1 on 5 models,stack_5m,Final_LR_C1,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.558438,0.020762,0.525000,0.549776,0.553896,0.565117,0.009180,0.51,Ya,stack=0.5584
EXP-124,FINAL,2026-07-15 23:48:10,Final stacking LR_C01 on 5 models,stack_5m,Final_LR_C01,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.557187,0.018672,0.525000,0.548827,0.554223,0.565781,0.009531,0.37,Tidak,stack=0.5572
EXP-125,FINAL,2026-07-15 23:48:10,Final stacking LR_C5 on 5 models,stack_5m,Final_LR_C5,"{'C': 5.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.558125,0.020922,0.526563,0.549414,0.554054,0.564609,0.008516,0.57,Tidak,stack=0.5581
EXP-126,FINAL,2026-07-15 23:48:11,Final stacking LR_elastic on 5 models,stack_5m,Final_LR_elastic,"{'alpha': 0.0001, 'average': False, 'class_weight': None, 'early_stopping': False, 'epsilon': 0.1, 'eta0': 0.01, 'fit_intercept': True, 'l1_ratio': 0.","RSKF(5,2)",42,0.529062,0.023019,0.496875,0.502432,0.523294,0.538086,0.012461,0.90,Tidak,stack=0.5291
EXP-127,FINAL,2026-07-15 23:48:12,Final stacking LR_l2 on 5 models,stack_5m,Final_LR_l2,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.558438,0.020762,0.525000,0.549776,0.553896,0.565117,0.009180,0.43,Tidak,stack=0.5584
EXP-128,FINAL,2026-07-15 23:48:31,Final stacking LR_l1 on 5 models,stack_5m,Final_LR_l1,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 2000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.556562,0.020957,0.523438,0.548579,0.554077,0.566094,0.010000,19.72,Tidak,stack=0.5566
